RANK,FULL NAME,POS,AGE,GP,MPG,MIN%,USG%,Tor%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TOPG,VI,ORTG,DRTG,YEAR,Franchise
622,Keifer Sykes,G,28.28,32,17.7,36.9,17.4,14.3,17.0,0.882,100.0,0.42,90.0,0.3,0.434,0.456,5.6,1.4,4.4,1.9,14.9,0.38,0.13,1.03,5.6,93.8,113.0,2021-2022,Indiana Pacers
625,Terry Taylor,G,22.55,33,21.6,45.1,15.9,9.0,51.0,0.706,181.0,0.68,38.0,0.316,0.644,0.659,9.6,5.2,13.4,1.2,8.6,0.42,0.27,0.73,7.2,136.2,112.4,2021-2022,Indiana Pacers
640,Tristan Thompson,C-F,31.08,4,16.4,34.2,20.5,12.7,8.0,0.375,24.0,0.542,0.0,0.0,0.542,0.527,7.3,4.5,15.3,0.5,4.6,0.0,0.5,1.0,6.2,103.0,109.5,2021-2022,Indiana Pacers
654,Myles Turner,C-F,26.05,42,29.4,61.2,17.1,10.9,105.0,0.752,210.0,0.662,183.0,0.333,0.587,0.615,12.9,7.1,13.4,1.0,5.1,0.67,2.81,1.29,6.1,117.7,108.5,2021-2022,Indiana Pacers
672,Brad Wanamaker,G,32.71,22,13.3,27.7,15.3,22.0,22.0,0.909,55.0,0.4,17.0,0.235,0.389,0.465,3.5,1.6,6.7,2.2,21.4,0.23,0.27,1.05,6.9,97.0,106.2,2021-2022,Indiana Pacers
674,Duane Washington Jr.,G,22.05,48,20.2,42.0,22.6,11.2,61.0,0.754,212.0,0.434,215.0,0.377,0.5,0.521,9.9,1.7,4.8,1.8,13.0,0.54,0.06,1.19,6.2,101.0,114.6,2021-2022,Indiana Pacers
710,Gabe York,G,20.0,2,10.7,22.2,20.5,9.8,5.0,0.6,1.0,1.0,6.0,0.167,0.357,0.435,4.0,1.0,5.2,2.0,24.7,1.0,0.5,0.5,7.5,101.2,96.6,2021-2022,Indiana Pacers
159,Bruce Brown,G,22.83,4,14.2,29.5,12.5,11.8,2.0,1.0,9.0,0.444,5.0,0.2,0.393,0.437,3.3,2.0,7.1,0.5,5.1,0.5,0.25,0.5,4.2,89.4,97.8,2018-2019,Detroit Pistons
160,Andre Drummond,C,25.84,4,31.9,66.4,24.4,14.8,21.0,0.429,53.0,0.453,1.0,0.0,0.444,0.451,14.3,13.0,20.5,2.3,11.9,1.5,1.25,2.75,9.4,95.0,94.5,2018-2019,Detroit Pistons
161,Wayne Ellington,G,31.54,4,32.8,68.4,12.1,5.3,2.0,1.0,13.0,0.308,22.0,0.318,0.414,0.432,7.8,3.8,5.7,1.3,5.5,0.75,0.0,0.5,4.1,96.7,111.6,2018-2019,Detroit Pistons
162,Langston Galloway,G,27.51,4,27.5,57.2,13.7,5.6,0.0,0.0,9.0,0.222,25.0,0.36,0.456,0.456,7.8,3.8,6.9,1.0,5.3,0.5,1.0,0.5,4.5,97.5,104.5,2018-2019,Detroit Pistons
163,Reggie Jackson,G,29.16,4,27.0,56.1,28.4,6.8,7.0,0.857,44.0,0.432,21.0,0.429,0.5,0.521,17.8,3.3,6.1,7.0,49.8,0.75,0.0,1.25,11.0,119.1,102.9,2018-2019,Detroit Pistons
164,Luke Kennard,G,22.97,4,33.2,69.1,16.6,5.7,6.0,0.833,32.0,0.438,15.0,0.6,0.585,0.604,15.0,4.0,6.1,1.8,8.7,0.75,0.25,0.75,5.7,119.9,109.2,2018-2019,Detroit Pistons
166,Thon Maker,F,22.3,4,17.2,35.7,20.1,9.1,9.0,0.889,14.0,0.5,12.0,0.0,0.269,0.367,5.5,2.3,6.6,1.0,8.6,0.0,1.0,0.75,5.4,85.7,94.3,2018-2019,Detroit Pistons
167,Ish Smith,G,30.94,4,20.2,42.1,22.7,9.1,4.0,0.75,31.0,0.29,7.0,0.143,0.276,0.302,6.0,2.8,6.8,3.5,26.4,0.75,0.25,1.0,7.7,77.3,102.3,2018-2019,Detroit Pistons
184,Jose Calderon,G,37.71,3,3.2,6.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.7,66.0,0.33,0.0,0.0,0.0,,,2018-2019,Detroit Pistons
185,Glenn Robinson III,G-F,25.43,3,11.9,24.7,20.9,5.6,4.0,1.0,7.0,0.429,8.0,0.125,0.3,0.388,4.3,2.3,9.9,0.7,8.4,0.67,0.0,0.33,6.4,92.0,96.1,2018-2019,Detroit Pistons
186,Khyri Thomas,G,23.1,3,5.0,10.5,34.5,0.0,1.0,1.0,8.0,0.625,4.0,0.25,0.542,0.563,4.7,0.7,6.7,0.0,0.0,0.67,0.0,0.0,0.0,108.0,106.8,2018-2019,Detroit Pistons
201,Zaza Pachulia,C,35.34,2,10.9,22.6,15.2,12.7,2.0,0.5,6.0,0.333,0.0,0.0,0.333,0.363,2.5,4.5,20.8,0.0,0.0,0.0,0.0,0.5,0.0,74.1,94.1,2018-2019,Detroit Pistons
204,Blake Griffin,F,30.25,2,29.1,60.5,34.7,12.5,7.0,1.0,26.0,0.462,13.0,0.462,0.538,0.582,24.5,6.0,10.4,6.0,43.8,1.0,0.0,3.0,13.2,116.5,96.0,2018-2019,Detroit Pistons
210,Jon Leuer,F,30.09,1,4.9,10.2,20.9,0.0,1.0,0.0,2.0,0.5,0.0,0.0,0.5,0.41,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.2,96.4,2018-2019,Detroit Pistons
28,Marvin Bagley III,F,23.08,18,27.2,56.7,21.2,7.4,54.0,0.593,165.0,0.624,35.0,0.229,0.575,0.585,14.6,6.8,13.6,1.1,6.9,0.72,0.39,1.0,7.0,115.6,107.8,2021-2022,Detroit Pistons
53,Saddiq Bey,F,23.01,82,33.0,68.7,21.3,7.1,254.0,0.827,526.0,0.454,610.0,0.346,0.489,0.529,16.1,5.4,8.8,2.8,13.8,0.89,0.2,1.17,7.6,110.8,113.8,2021-2022,Detroit Pistons
140,Cade Cunningham,G,20.54,64,32.6,68.0,27.5,17.5,168.0,0.845,668.0,0.472,363.0,0.314,0.471,0.504,17.4,5.5,9.2,5.6,29.1,1.22,0.67,3.66,10.0,96.2,107.1,2021-2022,Detroit Pistons
153,Cheick Diallo,F-C,25.57,3,10.2,21.3,16.3,8.6,6.0,0.833,8.0,0.375,0.0,0.0,0.375,0.517,3.7,4.0,21.2,0.0,0.0,0.33,0.0,0.33,0.0,115.7,92.6,2021-2022,Detroit Pistons
154,Hamidou Diallo,G,23.7,58,21.9,45.6,21.8,9.0,140.0,0.65,433.0,0.55,93.0,0.247,0.518,0.541,11.0,4.8,11.8,1.3,9.8,1.22,0.29,1.0,7.5,107.4,103.4,2021-2022,Detroit Pistons
180,Carsen Edwards,G,24.08,4,19.8,41.3,19.2,14.1,1.0,1.0,14.0,0.357,16.0,0.25,0.367,0.378,5.8,1.5,4.1,3.5,26.1,0.5,0.0,1.25,6.3,87.4,115.8,2021-2022,Detroit Pistons
220,Luka Garza,C,23.29,32,12.2,25.3,21.2,9.4,61.0,0.623,98.0,0.51,49.0,0.327,0.503,0.535,5.8,3.1,13.9,0.6,8.3,0.28,0.19,0.56,7.2,114.6,103.9,2021-2022,Detroit Pistons
234,Jerami Grant,F,28.08,47,31.9,66.5,25.7,9.5,259.0,0.838,445.0,0.465,254.0,0.358,0.491,0.556,19.2,4.1,6.9,2.4,12.5,0.94,1.04,1.81,7.2,108.9,111.3,2021-2022,Detroit Pistons
268,Killian Hayes,G,20.71,66,25.0,52.0,15.7,18.4,74.0,0.77,292.0,0.452,167.0,0.263,0.431,0.461,6.9,3.2,6.9,4.2,24.6,1.18,0.53,1.68,7.2,96.9,105.9,2021-2022,Detroit Pistons
317,Frank Jackson,G,23.94,53,22.0,45.8,20.9,6.7,104.0,0.827,204.0,0.529,279.0,0.308,0.491,0.53,10.6,1.6,4.0,1.0,7.6,0.51,0.17,0.72,4.7,105.9,112.7,2021-2022,Detroit Pistons
319,Josh Jackson,G-F,25.16,39,18.1,37.8,19.0,12.1,56.0,0.714,138.0,0.529,113.0,0.265,0.47,0.501,7.1,3.2,9.4,1.3,10.7,0.54,0.46,0.97,6.8,97.7,106.8,2021-2022,Detroit Pistons
357,Cory Joseph,G,30.64,65,24.6,51.3,14.3,15.9,113.0,0.885,243.0,0.465,157.0,0.414,0.526,0.579,8.0,2.7,5.9,3.6,21.8,0.65,0.26,1.31,6.9,115.2,109.8,2021-2022,Detroit Pistons
363,Braxton Key,F,25.15,9,21.2,44.2,19.0,10.6,13.0,0.538,50.0,0.52,20.0,0.3,0.5,0.508,8.6,5.4,13.9,1.1,8.4,1.11,1.33,1.0,7.0,101.5,100.6,2021-2022,Detroit Pistons
390,Saben Lee,G,22.8,37,16.3,34.0,17.3,14.7,71.0,0.789,117.0,0.47,60.0,0.233,0.429,0.499,5.6,2.3,7.7,2.9,26.2,0.95,0.3,0.97,8.2,107.4,109.3,2021-2022,Detroit Pistons
398,Isaiah Livers,F,23.7,19,20.2,42.0,12.4,13.5,14.0,0.857,26.0,0.538,64.0,0.422,0.606,0.629,6.4,3.0,8.0,1.2,8.4,0.68,0.37,0.79,5.6,118.4,108.2,2021-2022,Detroit Pistons
408,Trey Lyles,F,26.43,51,19.4,40.4,22.3,10.5,176.0,0.784,238.0,0.55,146.0,0.301,0.513,0.576,10.4,4.8,13.3,1.1,9.5,0.43,0.51,1.06,7.8,113.8,107.1,2021-2022,Detroit Pistons
439,Rodney McGruder,G,30.7,51,14.8,30.8,14.9,9.2,26.0,0.731,80.0,0.5,146.0,0.397,0.562,0.575,5.4,2.2,8.0,0.9,9.6,0.41,0.14,0.47,6.0,115.0,110.9,2021-2022,Detroit Pistons
504,Kelly Olynyk,F-C,30.98,40,19.1,39.8,21.5,15.1,89.0,0.775,167.0,0.527,119.0,0.336,0.517,0.561,9.1,4.4,12.5,2.8,23.1,0.78,0.48,1.45,10.1,111.9,102.4,2021-2022,Detroit Pistons
511,Jaysean Paige,G,27.7,1,6.6,13.8,26.0,25.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,8.2,1.0,19.2,0.0,0.0,1.0,0.0,15.2,85.8,2021-2022,Detroit Pistons
512,Trayvon Palmer,G,27.41,1,16.8,35.0,5.1,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107.5,2021-2022,Detroit Pistons
523,Jamorko Pickett,F,24.3,13,13.6,28.3,13.6,8.9,2.0,0.5,11.0,0.455,39.0,0.333,0.49,0.491,3.8,2.5,9.8,0.5,5.8,0.0,0.54,0.38,4.9,99.9,112.3,2021-2022,Detroit Pistons
536,Micah Potter,F,24.01,3,10.3,21.5,17.9,7.8,2.0,1.0,9.0,0.556,2.0,0.0,0.455,0.505,4.0,3.0,15.7,0.0,0.0,0.33,0.33,0.33,0.0,109.1,103.0,2021-2022,Detroit Pistons
563,Justin Robinson,G,24.5,5,18.2,37.9,16.8,14.0,6.0,0.333,7.0,0.143,21.0,0.381,0.464,0.457,5.6,1.4,4.2,1.8,14.3,0.2,0.2,1.0,5.3,92.3,112.2,2021-2022,Detroit Pistons
598,Deividas Sirvydis,F-G,21.83,3,8.9,18.5,16.1,0.0,0.0,0.0,3.0,0.0,7.0,0.143,0.15,0.15,1.0,2.0,12.2,0.3,5.0,1.0,0.33,0.0,3.8,40.7,93.8,2021-2022,Detroit Pistons
612,Cassius Stanley,G,22.65,9,17.2,35.9,15.6,10.6,10.0,1.0,29.0,0.517,17.0,0.235,0.457,0.516,5.8,2.1,6.6,0.4,3.9,0.56,0.22,0.67,3.9,101.3,107.4,2021-2022,Detroit Pistons
618,Isaiah Stewart,F-C,20.89,71,25.6,53.3,14.7,13.7,103.0,0.718,445.0,0.528,46.0,0.326,0.524,0.549,8.3,8.7,18.4,1.2,6.9,0.31,1.1,1.2,6.9,114.0,104.1,2021-2022,Detroit Pistons
671,Derrick Walton Jr.,G,27.03,3,36.1,75.1,15.4,28.4,4.0,1.0,13.0,0.231,13.0,0.231,0.288,0.342,6.3,3.3,5.0,7.0,26.4,2.33,1.33,3.67,5.8,77.0,109.9,2021-2022,Detroit Pistons
3,Bam Adebayo,C-F,23.24,19,36.2,75.4,21.0,14.8,115.0,0.783,219.0,0.566,1.0,0.0,0.564,0.625,17.8,10.3,16.5,4.4,20.5,1.0,0.84,2.47,10.3,121.4,102.1,2019-2020,Miami Heat
26,Jimmy Butler,F,31.08,21,38.4,80.0,24.6,13.5,191.0,0.859,252.0,0.512,43.0,0.349,0.514,0.616,22.2,6.5,9.7,6.0,26.3,1.95,0.67,2.81,9.9,123.1,107.8,2019-2020,Miami Heat
43,Jae Crowder,F,30.27,21,31.4,65.5,16.2,6.3,46.0,0.761,40.0,0.65,161.0,0.342,0.54,0.57,12.0,5.6,10.2,1.9,9.0,0.67,0.57,0.71,6.4,114.0,104.2,2019-2020,Miami Heat
53,Goran Dragic,G,34.44,17,32.5,67.8,27.4,11.7,61.0,0.803,161.0,0.509,107.0,0.346,0.513,0.549,19.1,4.1,7.2,4.4,24.1,1.0,0.12,2.29,8.6,106.8,104.5,2019-2020,Miami Heat
84,Tyler Herro,G,20.73,21,33.6,70.1,22.0,12.3,54.0,0.87,149.0,0.483,128.0,0.375,0.52,0.557,16.0,5.0,8.7,3.7,17.9,0.38,0.1,2.0,7.9,106.1,109.8,2019-2020,Miami Heat
87,Solomon Hill,F,29.57,7,6.0,12.4,9.8,0.0,0.0,0.0,3.0,1.0,6.0,0.333,0.667,0.667,1.7,1.0,9.7,0.4,10.9,0.14,0.0,0.0,5.9,143.6,100.5,2019-2020,Miami Heat
97,Andre Iguodala,G-F,36.7,21,19.5,40.6,9.1,17.1,7.0,0.714,26.0,0.615,39.0,0.359,0.569,0.58,3.8,2.6,7.6,1.5,10.7,0.81,0.62,0.67,5.0,112.8,101.7,2019-2020,Miami Heat
109,Derrick Jones Jr.,F,23.66,15,6.5,13.4,9.9,9.4,5.0,0.4,8.0,0.5,9.0,0.444,0.588,0.573,1.5,0.9,7.7,0.5,10.4,0.4,0.33,0.13,5.4,124.6,99.4,2019-2020,Miami Heat
120,Meyers Leonard,C,28.62,3,10.3,21.4,13.1,0.0,2.0,1.0,4.0,0.75,4.0,0.5,0.75,0.788,4.7,0.3,1.9,1.0,15.8,0.33,0.0,0.0,4.4,163.9,101.9,2019-2020,Miami Heat
156,Kendrick Nunn,G,25.19,15,15.9,33.2,20.4,11.2,8.0,1.0,49.0,0.49,43.0,0.279,0.457,0.482,6.1,2.1,7.7,1.3,13.3,0.2,0.2,0.8,6.4,94.5,105.4,2019-2020,Miami Heat
160,Kelly Olynyk,C,29.48,17,15.2,31.7,21.1,10.8,28.0,0.821,46.0,0.609,49.0,0.347,0.563,0.606,7.6,4.6,17.6,1.1,12.2,0.24,0.47,0.76,8.9,116.6,96.2,2019-2020,Miami Heat
176,Duncan Robinson,F,26.47,21,28.6,59.5,15.8,7.7,38.0,0.868,20.0,0.65,156.0,0.397,0.602,0.636,11.7,2.8,5.6,1.8,9.7,0.67,0.29,0.76,5.4,121.7,103.3,2019-2020,Miami Heat
199,Gabe Vincent,G,24.33,1,0.3,0.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2019-2020,Miami Heat
169,Bam Adebayo,C-F,24.01,4,34.0,70.7,23.8,14.9,13.0,0.769,57.0,0.456,0.0,0.0,0.456,0.494,15.5,9.3,13.3,4.3,23.9,1.25,0.5,2.75,10.0,103.4,104.6,2020-2021,Miami Heat
170,Trevor Ariza,F,36.06,4,24.0,50.0,11.9,11.5,0.0,0.0,6.0,0.333,17.0,0.294,0.413,0.413,4.8,5.8,11.7,0.5,3.2,0.75,0.25,0.75,4.0,81.0,99.7,2020-2021,Miami Heat
173,Jimmy Butler,F,31.85,4,38.6,80.3,23.5,10.9,22.0,0.727,49.0,0.306,15.0,0.267,0.328,0.394,14.5,7.5,9.5,7.0,30.6,1.25,0.25,2.25,9.5,93.3,110.2,2020-2021,Miami Heat
174,Dewayne Dedmon,C,31.94,4,14.3,29.8,20.1,22.9,5.0,0.8,15.0,0.6,3.0,0.333,0.583,0.619,6.3,4.5,15.3,0.8,9.7,0.0,0.5,1.5,7.9,109.8,96.1,2020-2021,Miami Heat
175,Goran Dragic,G,35.21,4,29.2,60.8,24.6,9.2,12.0,0.75,28.0,0.5,26.0,0.346,0.509,0.54,16.0,1.8,2.9,2.8,18.2,1.0,0.5,1.5,5.9,104.6,106.8,2020-2021,Miami Heat
179,Tyler Herro,G,21.5,4,23.2,48.3,20.9,6.8,7.0,1.0,19.0,0.316,19.0,0.316,0.395,0.45,9.3,3.3,6.8,1.8,12.9,0.25,0.25,0.75,6.6,95.2,114.3,2020-2021,Miami Heat
181,Andre Iguodala,G-F,37.48,4,17.8,37.0,9.9,31.3,0.0,0.0,4.0,0.75,7.0,0.429,0.682,0.682,3.8,3.0,8.2,1.3,11.1,1.0,0.5,1.25,5.5,105.4,101.0,2020-2021,Miami Heat
188,Kendrick Nunn,G,25.97,4,23.3,48.5,22.1,6.4,2.0,1.0,25.0,0.48,18.0,0.278,0.453,0.467,10.3,1.5,3.1,1.5,12.1,0.5,0.0,0.75,4.9,92.4,113.1,2020-2021,Miami Heat
190,Duncan Robinson,F,27.25,4,24.9,51.9,16.5,10.7,10.0,0.9,2.0,0.5,27.0,0.37,0.552,0.614,10.3,2.8,5.4,0.8,5.0,0.75,0.0,1.0,4.6,111.4,101.2,2020-2021,Miami Heat
193,Precious Achiuwa,F,21.84,3,4.1,8.5,34.8,41.0,4.0,0.25,4.0,0.75,0.0,0.0,0.75,0.608,2.3,2.0,23.7,0.0,0.0,0.0,0.67,1.33,0.0,56.6,97.3,2020-2021,Miami Heat
205,Gabe Vincent,G,25.1,3,4.7,9.9,12.4,25.0,0.0,0.0,1.0,1.0,2.0,0.5,0.833,0.833,1.7,0.3,3.4,0.7,24.5,0.0,0.0,0.33,6.0,128.0,119.2,2020-2021,Miami Heat
209,Nemanja Bjelica,F,33.2,2,15.2,31.6,19.8,0.0,6.0,0.667,3.0,0.333,8.0,0.5,0.636,0.66,9.0,2.5,8.0,1.0,12.0,1.0,0.5,0.0,7.4,138.9,94.2,2020-2021,Miami Heat
225,KZ Okpala,F-G,22.23,2,2.9,6.0,7.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020-2021,Miami Heat
227,Max Strus,G-F,25.31,2,2.9,6.0,7.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020-2021,Miami Heat
3,Bam Adebayo,C-F,24.73,56,32.6,67.9,25.0,14.4,340.0,0.753,723.0,0.562,6.0,0.0,0.557,0.608,19.1,10.1,17.5,3.4,17.5,1.43,0.79,2.64,10.7,117.2,98.2,2021-2022,Miami Heat
97,Jimmy Butler,F,32.57,57,33.9,70.6,26.5,10.5,455.0,0.87,714.0,0.52,116.0,0.233,0.496,0.592,21.4,5.9,9.9,5.5,26.4,1.65,0.47,2.12,10.4,124.0,107.0,2021-2022,Miami Heat
148,Dewayne Dedmon,C,32.66,67,15.9,33.1,16.9,17.3,100.0,0.75,243.0,0.597,47.0,0.404,0.598,0.632,6.3,5.7,20.5,0.7,6.7,0.36,0.63,1.04,7.4,117.9,90.6,2021-2022,Miami Heat
218,Marcus Garrett,G,23.42,12,10.7,22.3,8.8,7.9,5.0,0.4,17.0,0.235,4.0,0.25,0.262,0.28,1.1,1.9,10.2,0.6,7.0,0.42,0.25,0.17,4.0,90.2,98.7,2021-2022,Miami Heat
245,Kyle Guy,G,24.67,19,9.8,20.4,20.0,15.6,12.0,0.667,25.0,0.48,40.0,0.35,0.508,0.526,3.9,0.9,5.2,0.9,13.5,0.37,0.05,0.68,6.0,99.5,107.0,2021-2022,Miami Heat
265,Udonis Haslem,F,41.84,13,6.4,13.3,20.0,13.4,3.0,1.0,27.0,0.481,4.0,0.25,0.468,0.495,2.5,1.9,17.0,0.3,7.4,0.08,0.08,0.38,7.0,96.0,89.7,2021-2022,Miami Heat
275,Tyler Herro,G,22.22,66,32.6,67.9,28.8,12.5,219.0,0.868,683.0,0.477,439.0,0.399,0.525,0.561,20.7,5.0,8.7,4.0,20.9,0.67,0.12,2.64,9.1,107.0,108.5,2021-2022,Miami Heat
278,Haywood Highsmith,F,25.34,19,8.6,17.9,14.0,5.9,5.0,0.4,18.0,0.389,28.0,0.321,0.446,0.446,2.3,1.4,9.0,0.3,5.1,0.11,0.16,0.16,4.6,101.9,106.1,2021-2022,Miami Heat
405,Kyle Lowry,G,36.05,63,33.9,70.5,18.2,19.3,174.0,0.851,245.0,0.539,382.0,0.377,0.555,0.6,13.4,4.5,7.5,7.5,32.3,1.06,0.27,2.67,9.1,118.2,103.9,2021-2022,Miami Heat
418,Caleb Martin,F,26.54,60,22.9,47.6,16.3,10.3,93.0,0.763,255.0,0.565,155.0,0.413,0.585,0.611,9.2,3.8,9.5,1.1,7.0,0.97,0.5,0.87,5.9,119.2,104.0,2021-2022,Miami Heat
469,Markieff Morris,F,32.61,17,17.6,36.6,20.6,14.5,9.0,0.889,75.0,0.547,39.0,0.333,0.531,0.547,7.6,2.6,8.6,1.4,12.1,0.35,0.06,1.18,6.9,104.6,102.1,2021-2022,Miami Heat
473,Mychal Mulder,G,27.83,2,22.2,46.1,10.9,0.0,2.0,1.0,2.0,0.0,8.0,0.5,0.6,0.643,7.0,1.5,3.8,1.0,6.2,0.0,0.5,0.0,3.9,137.8,114.5,2021-2022,Miami Heat
501,KZ Okpala,F-G,22.95,21,11.6,24.2,14.4,6.3,11.0,0.727,43.0,0.488,26.0,0.346,0.5,0.521,3.7,2.0,9.5,0.7,8.3,0.19,0.33,0.24,6.0,113.4,102.4,2021-2022,Miami Heat
502,Victor Oladipo,G,29.93,8,21.6,45.1,25.0,16.4,19.0,0.737,37.0,0.541,36.0,0.417,0.582,0.608,12.4,2.9,7.5,3.5,26.3,0.63,0.13,2.0,9.3,112.7,105.0,2021-2022,Miami Heat
559,Duncan Robinson,F,27.97,79,25.9,53.9,17.7,7.4,61.0,0.836,102.0,0.569,624.0,0.372,0.559,0.573,10.9,2.6,5.6,1.6,9.3,0.53,0.18,0.76,5.5,112.8,103.7,2021-2022,Miami Heat
593,Chris Silva,F,25.56,9,9.7,20.3,14.4,28.3,12.0,0.833,15.0,0.533,0.0,0.0,0.533,0.641,2.9,3.9,22.6,0.8,11.0,0.0,0.11,0.89,8.6,120.6,85.0,2021-2022,Miami Heat
600,Javonte Smart,G,22.86,4,10.0,20.8,21.2,10.5,0.0,0.0,8.0,0.5,9.0,0.444,0.588,0.588,5.0,1.3,7.1,0.5,8.1,0.5,0.25,0.5,5.9,106.9,109.9,2021-2022,Miami Heat
613,Nik Stauskas,G,28.51,2,11.9,24.7,18.3,0.0,4.0,0.75,4.0,0.25,4.0,0.5,0.5,0.564,5.5,1.5,7.2,0.5,6.1,0.0,0.0,0.0,5.4,127.2,111.7,2021-2022,Miami Heat
619,Max Strus,G-F,26.04,68,23.3,48.6,18.1,8.8,53.0,0.792,122.0,0.557,442.0,0.41,0.602,0.614,10.6,3.0,7.2,1.4,8.8,0.43,0.24,0.84,6.1,116.0,106.0,2021-2022,Miami Heat
651,P.J. Tucker,F,36.93,71,27.9,58.1,11.7,12.7,61.0,0.738,235.0,0.54,193.0,0.415,0.577,0.593,7.6,5.5,11.1,2.1,10.6,0.82,0.21,0.93,6.4,121.0,103.4,2021-2022,Miami Heat
661,Gabe Vincent,G,25.82,68,23.4,48.7,17.8,15.4,54.0,0.815,190.0,0.5,323.0,0.368,0.533,0.551,8.7,1.9,4.5,3.1,19.4,0.9,0.18,1.44,6.3,107.2,103.1,2021-2022,Miami Heat
714,Omer Yurtseven,C,23.81,56,12.6,26.3,19.8,13.0,61.0,0.623,236.0,0.547,11.0,0.091,0.528,0.546,5.3,5.3,23.6,0.9,11.0,0.3,0.36,0.73,9.3,113.3,94.7,2021-2022,Miami Heat
11,Jimmy Butler,F,33.7,22,39.7,29.1,8.5,186.0,0.806,364.0,0.492,78.0,0.359,0.5,0.565,26.9,6.5,5.9,1.8,0.6,1.9,33.4,32.8,39.2,10.2,119.2,111.4,2022-2023,Miami Heat
36,Bam Adebayo,C-F,25.9,23,36.9,23.9,15.1,95.0,0.821,344.0,0.485,3.0,0.0,0.481,0.53,17.9,9.9,3.7,0.9,0.7,2.7,27.8,21.6,31.5,9.4,105.8,105.7,2022-2023,Miami Heat
54,Caleb Martin,F,27.7,23,30.2,15.9,10.4,35.0,0.829,102.0,0.637,104.0,0.423,0.636,0.657,12.7,5.4,1.6,0.9,0.4,1.0,18.1,14.2,19.7,6.3,124.3,107.3,2022-2023,Miami Heat
55,Gabe Vincent,G,27.0,22,30.5,19.6,11.2,34.0,0.882,111.0,0.432,135.0,0.378,0.506,0.535,12.7,1.4,3.5,0.9,0.2,1.4,14.1,16.2,17.6,5.2,107.2,108.2,2022-2023,Miami Heat
61,Tyler Herro,G,23.4,1,19.5,23.1,10.0,0.0,0.0,5.0,0.6,4.0,0.5,0.667,0.667,12.0,2.0,2.0,0.0,1.0,1.0,14.0,14.0,16.0,7.5,119.0,113.4,2022-2023,Miami Heat
64,Victor Oladipo,G,31.1,2,22.7,22.2,9.5,3.0,0.333,14.0,0.571,5.0,0.4,0.579,0.566,11.5,3.5,1.0,1.0,0.5,1.0,15.0,12.5,16.0,6.0,103.6,103.1,2022-2023,Miami Heat
79,Max Strus,G-F,27.2,23,28.2,14.3,3.1,25.0,0.8,54.0,0.611,135.0,0.319,0.516,0.538,9.3,3.6,1.4,0.3,0.3,0.3,13.0,10.8,14.4,5.1,114.8,110.1,2022-2023,Miami Heat
80,Kyle Lowry,G,37.2,23,26.1,17.2,18.7,33.0,0.939,86.0,0.477,88.0,0.375,0.52,0.562,9.2,3.5,4.4,1.0,0.6,1.7,12.7,13.6,17.1,8.0,111.0,105.1,2022-2023,Miami Heat
84,Duncan Robinson,F,29.1,23,18.2,19.6,11.2,8.0,0.875,45.0,0.556,113.0,0.442,0.633,0.641,9.0,1.5,1.7,0.3,0.1,0.9,10.5,10.7,12.2,6.2,116.6,108.9,2022-2023,Miami Heat
102,Kevin Love,F-C,34.8,20,17.9,17.1,7.7,16.0,0.875,31.0,0.387,88.0,0.375,0.517,0.543,6.9,5.6,1.2,0.5,0.4,0.5,12.4,8.1,13.6,8.0,112.6,101.9,2022-2023,Miami Heat
140,Haywood Highsmith,F,26.5,18,8.9,12.1,4.8,5.0,0.8,23.0,0.696,16.0,0.5,0.718,0.728,3.3,1.3,0.3,0.6,0.1,0.1,4.7,3.6,4.9,4.9,146.0,101.6,2022-2023,Miami Heat
158,Cody Zeller,F-C,30.7,21,8.3,14.1,27.0,15.0,0.4,35.0,0.571,0.0,0.0,0.571,0.553,2.2,2.3,0.3,0.1,0.2,0.6,4.5,2.5,4.8,5.5,95.1,97.2,2022-2023,Miami Heat
190,Omer Yurtseven,C,25.0,8,2.0,23.0,12.5,0.0,0.0,5.0,0.4,2.0,0.0,0.286,0.286,0.5,0.6,0.1,0.0,0.1,0.1,1.1,0.6,1.3,6.2,,,2022-2023,Miami Heat
193,Nikola Jovic,F,20.0,7,1.8,14.3,0.0,0.0,0.0,2.0,0.5,2.0,0.0,0.25,0.25,0.3,0.7,0.0,0.0,0.0,0.0,1.0,0.3,1.0,0.0,,,2022-2023,Miami Heat
